id,category,name,rating,rating_number,features,description,price,image_url,videos,brand,categories,details,parent_asin,bought_together,subtitle,author,stock
859,Appliances,"Portable Mini Turbo Washing Machine, Ultrasonic Turbine Washer With Foldable Tub USB Washing Machine for Camping Dorms Business Trip College Rooms (Green, 320 x 320 x 240 mm)",1.0,2,"['❥➤:【Folding Design】Small and convenient, small size, it saves space, is very suitable for travel and trips or limited space such as dorms, apartments, condos, motor homes, etc.', '❥➤:【Simple Operation】This folding portable washing machine allows you to simply load 1 kg of clothes, fill it with water, set a timer, and start washing. Energy saving and environmental protection, saving water and electricity, it has a powerful suction cup, so there is no need to worry about shaking.', ""❥➤:【Design】It has a fully automatic cleaning function that makes your clothes super clean without residue and irritants. Suitable for those who can't use large machines, others like washing things alone or saving time to avoid going to the laundry."", '❥➤:【Water-Saving and Energy-Saving】The mini portable washing machine has a single design and is suitable for personal laundry. Portable washing machines not only save a third of water, but also save a lot of power than washing machines', ""❥➤:【Removable& Foldable& Portable】Foldable bucket typeis convenenient to use and to store; Can be hung on the walls of toilets and balconies or folded in cabinets; It's an indepdent washing machine which is easy to use; Perfect for for use in Camping, Apartments, Dorms, RV and Business Trip!""]","['Product selling points:', 'HIGH QUALITY MATERIAL - Made of environmental friendly ABS and TPR material, mini washing machine is strong and wearable.', 'Can hold 1 kg of clothing weight. Note: please attach the suction cup to the bottom of the basin or bucket, not to the curved wall', 'PORTABLE WASHING MACHINE WITH FOLDABLE TUB - This ultrasonic cavitation with high frequency vibration, simulating manual cleaning, cleaning more cleanly and preventing tangles', 'WATER-SAVING AND ENERGY-SAVING - The mini portable washing machine has a single design and is suitable for personal laundry.', 'USB POWER AND SECURITY - USB power, DC 5V. After running the washing machine for 40 minutes, it will automatically shut down.', 'Forward and Backward Cleaning: The turbines rotates from forward for 20 seconds to reverses for 20 seconds.', 'Ultrasonic&Turbines Intelligent Interaction: Turbines working for 5 minutes and ultrasonic working for 1 minute alternately cleaning.', 'It ACTS like a machine that washes vegetables and fruits. Small size, can be placed in a pocket or handbag. Suitable for students, travelers and businessmen', 'Multifunctional: With high-frequency vibration, the mini washer is perfect for baby clothes, underwear, socks, towels and more.', 'Perfect for limited space such as dorms, apartments, condos, motor homes, etc. Specifications:', 'Name: Portable Washing Machine With Foldable', 'Material: ABS + PP + TPR', 'Color:Blue,White,Green,Pink', 'Interface: USB', 'Input Voltage: DC 5V', 'Input Current: 3A', 'Rated Voltage: DC 10V', 'Washing Time: 40 minutes', 'Forward Reverse Loading: 200 RPM', 'Forward Reverse Time: 20 seconds', 'Turbo Working Time: 6 minutes switching', 'Ultrasonic Working Time: 120s switching', 'Washing capacity: 1kg (containing water)', 'Folding Size: 320 x 320 x 55 mm / 12.60 x 12.60 x 2.17 inch', 'Unfold Size: 320']",None,https://m.media-amazon.com/images/I/41DFCtDFl1L._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",as-long,"['Appliances', 'Laundry Appliances', 'Washers & Dryers', 'Portable Washers']","{""Item Weight"": ""1 Kilograms"", ""Manufacturer"": ""as-long"", ""Brand"": ""As-long"", ""Capacity"": ""1 Kilograms"", ""Color"": ""Green"", ""Maximum Rotational Speed"": ""200 RPM"", ""Voltage"": ""5 Volts"", ""Efficiency"": ""Energy Efficiency"", ""Standard Cycles"": ""1"", ""Human Interface Input"": ""Unknown""}",B08DNPQZ3R,,,,100
860,Tools & Home Improvement,AP4374171 - OEM Factory Original Frigidaire Refrigerator Defrost Thermostat,4.5,10,"['OEM Factory Original', 'Heavy Duty Quality Product', 'Fits All Major Brands']",['OEM Factory Part. 297216600'],None,https://m.media-amazon.com/images/I/31GJjZX5nbL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",FRIGIDAIRE,"['Appliances', 'Parts & Accessories']","{""Manufacturer"": ""OEM FACTORY ORIGINAL"", ""Part Number"": ""AP4374171"", ""Item Weight"": ""0.798 ounces"", ""Package Dimensions"": ""9.4 x 8 x 1.7 inches"", ""Item model number"": ""AP4374171"", ""Is Discontinued By Manufacturer"": ""No"", ""Item Package Quantity"": ""1"", ""Batteries Included?"": ""No"", ""Date First Available"": ""August 28, 2014""}",B00N3FAX7E,,,,100
861,Amazon Home,"Smart Design Adjustable Sliding Pull Out Egg Drawer - Set of 2, Holds 18 Eggs Each - BPA Free Plkastic - Fridge Bin, Refrigerator Holder Box, Clear Plastic Freezer Container, Organizer Tray - Clear",4.6,119,"['PULL OUT EGG DRAWER - SET OF 2 - Holds 18 eggs, ideal for organizing your refrigerator and comes fully assembled.', 'PATENTED - Rails extend to fit almost any size shelf from 13.75""-22.50"". To ensure fit, measure your shelf before purchasing.', 'SMART DESIGN QUALITY - All Smart Design products undergo stringent quality assurance and control', '24/7 USA SUPPORT - Contact us online or phone for product questions, concerns, and warranty info', 'DIMENSIONS - 14.625-26(D) x 8(W) x 4.375-4.50(H)']","['Features PULL OUT EGG DRAWER- Holds 18 eggs, ideal for organizing your refrigerator and comes fully assembled PATENTED- Rails extend to fit almost any size shelf from 13.75""-22.50"". To ensure fit, measure your shelf before purchasing SMART DESIGN QUALITY- All Smart Design products undergo stringent quality assurance and control 24/7 USA SUPPORT- Contact us online or phone for product questions, concerns, and warranty info DIMENSIONS- 14.625-26(D) x 8(W) x 4.375-4.50(H) Description Smart Design Refrigerator Pull Out Bin and Home Organizer, Egg Drawer Organize your entire refrigerator and instantly create more space using this patented pull out bin. Create instant pull out baskets for your kitchen pantry, closets, garage and entire home. Package Includes Egg Drawer Refrigerator Pull Out Bin and Home Organizer. Fits most standard size refrigerator shelves; measure shelf dimensions for proper fitment. Great for storing food in your refrigerator, organizing clothing in your closet or creating more space in your garage. Features and Benefits Patented design is made from BPA free plastic making it refrigerator and freezer safe. Holds up to 15 pounds and comes fully assembled for a quick and easy install. More Product Specifications Dimensions: 14.625-26(D) x 8(W) x 4.375-4.50(H) inches Fits: Minimum Fridge Shelf Depth 13.75"" Size: Egg Drawer Holds: 18 Eggs Color: Clear Material: BPA Free Plastic Includes: Installation Hardware']",38.99,https://m.media-amazon.com/images/I/41X8Vq27z5L._AC_.jpg,"{'title': ['MDHAND Egg Holder for Refrigerator', 'Smart Design Instant Drawer Install and Use In Refrigerator', 'Organization Favorites #storageandorganization', 'Smart Design: Egg Drawer Review', 'LOVE mine! Creates space & Clears clutter!', 'Smart Design Refrigerator Pull Out Bin & Home Organizer w/Extendable Rails & Handle', 'Smart Design Adjustable Pull-out Drawer.MOV', 'Egg Rolling Drawer- Full REVIEW IN ACTION', 'OTraki 18 Count Clear Plastic Hanging Egg Drawer for Fridge', 'Refrigerator drawer for eggs and deli #founditonamazon'], 'url': ['https://www.amazon.com/vdp/0a0aa1178a1047d1929b4dd1cc63e19e?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/0b6ccccbb6cd452e9a01294e82d809f9?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/0b82d2726081474ab92af3b6301efc9d?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/03dcf48949c1487ab3a7ef00d93d3ffc?ref=dp_vse_rvc_3', 'https://www.amazon.com/vdp/06cae7a53cc0426abdceec02b776811d?ref=dp_vse_rvc_4', 'https://www.amazon.com/vdp/7a6f45d3bdbb4d1db5576816ce7a6fd7?ref=dp_vse_rvc_5', 'https://www.amazon.com/vdp/0975c9fd49da48b8926d0fd3eb8a3711?ref=dp_vse_rvc_6', 'https://www.amazon.com/vdp/0e20836e54fb49a49f040174368cde71?ref=dp_vse_rvc_7', 'https://www.amazon.com/vdp/094933403596444cb063c4ad24da2d31?ref=dp_vse_rvc_8', 'https://www.amazon.com/vdp/0b2122e7b4564bd28aad05ec97634fe6?ref=dp_vse_rvc_9'], 'user_id': ['', '/shop/grayingwithgrace', '/shop/influencer-bb5f3158', '/shop/professortirado', '/shop/influencer-e370200e', '', '/shop/ioanamihalacheyomtob', '/shop/meadowlark.homestead', '', '/shop/influencer-32b25407']}",Smart Design,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Egg Trays']","{""Product Dimensions"": ""8 x 26 x 4.5 inches"", ""Item Weight"": ""2.01 pounds"", ""Manufacturer"": ""Smart Design"", ""Country of Origin"": ""China"", ""Item model number"": ""8446498AS2"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 458222, ""Refrigerator Egg Trays"": 493}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""August 5, 2019""}",B07VS5JVC9,,,,100
862,Industrial & Scientific,"Bunn 45627.1000 Kit, Loose Coffee Adapter Assy",4.2,68,"['Country Of Origin: United States', 'Model Number: 45627.1000', 'Item Package Dimension: 8.05"" L x 4.4"" W x 3.75"" H', 'Item Package Weight: 0.6 lb']","['Bunn 45627. 1000 Kit, Loose Coffee Adapter Assy. Genuine OEM replacement part. Bunn offers profitable, reliable beverage equipment and outstanding post-purchase support wherever customers are served. Use genuine OEM parts for safety reliability and performance.']",54.69,https://m.media-amazon.com/images/I/41oJwB6-ZxL.jpg,"{'title': [], 'url': [], 'user_id': []}",Bunn,"['Small Appliance Parts & Accessories', 'Coffee & Espresso Machine Parts & Accessories', 'Coffee Machine Accessories', 'Coffee Filters', 'Disposable Filters']","{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""7.99 x 4.25 x 3.23 inches; 8.04 Ounces"", ""Item model number"": ""45627.1000"", ""Date First Available"": ""March 18, 2017"", ""Manufacturer"": ""BUNN"", ""Country of Origin"": ""USA""}",B06XQKCYTG,,,,100
863,Tools & Home Improvement,Replacement Oven Rubber Door Gasket Seal for Hotpoint from RGB524PPH3WH to RGB524PPH5WH Range Stove,5.0,1,"['Replacement Door Gasket part number ER-WB32K3.', 'This is a Black Rubber door gasket; 53-3/4"" long.', 'It has 16 metal insert clips.', 'Replacement for numbers AP2635033 and PS244546.', 'This fits specific for GE manufactured range models, including for Hotpoint and also for Kenmore, for Sears.']","[""Please note: This is a generic product and not an OEM product and is not covered under any OEM manufacturer's warranty. The OEM brand names and logos are the registered trademarks of their respective owners. Any use of the OEM brand name or model designation for this product is made solely for purposes of demonstrating compatibility.""]",23.99,https://m.media-amazon.com/images/I/31VCgoVoudL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Generic,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']","{""Manufacturer"": ""Krispin Shop"", ""Part Number"": ""ER-WB32K3-Krispin Shop"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 905665, ""Oven Parts & Accessories"": 542}, ""Date First Available"": ""April 15, 2022""}",B09Y2DFZNC,,,,100
864,Tools & Home Improvement,Whirlpool 12002533 Boot Drain Kit for Washer,3.5,21,"['Replaces 12001772', 'Boot drain kit', 'Genuine replacement part', 'Shades may vary']","['From the Manufacturer', 'Please see list of compatible models below. Whirlpool MAH14PDAAW Whirlpool MAH55FLBWQ Whirlpool MAH14PDAAL Whirlpool MAH21PDAWQ Whirlpool MAH14PNAWW Whirlpool MAH3000AWQ Whirlpool MAH3000BGW Whirlpool MAH7550AAW Whirlpool MAH7550AGW Whirlpool MLE19PDAYW Whirlpool MUE2000AYM Whirlpool CAH4205AWW Whirlpool MAH14PDAAQ Whirlpool MAH14PDABL Whirlpool MAH14PDABW Whirlpool MAH14PDAEW Whirlpool MAH14PDAGW Whirlpool MAH14PDBAW Whirlpool MAH14PDBEW Whirlpool MAH14PDBGW Whirlpool MAH14PDCBQ Whirlpool MAH14PDCBW Whirlpool MAH14PDDWW Whirlpool MAH14PDSAW Whirlpool MAH14PNAEW Whirlpool MAH14PNAGW Whirlpool MAH14PNBAW Whirlpool MAH14PNBEW Whirlpool MAH14PNBGW Whirlpool MAH14PNSAW Whirlpool MAH14PRAWW Whirlpool MAH14PSAAW Whirlpool MAH20PDA3W Whirlpool MAH20PDCXQ Whirlpool MAH20PDCXW Whirlpool MAH20PNAWW Whirlpool MAH20PRAWW Whirlpool MAH20PRDWW Whirlpool MAH20PSAWW Whirlpool MAH21PDA3W Whirlpool MAH21PDAGW Whirlpool MAH21PDCXQ Whirlpool MAH21PDCXW Whirlpool MAH21PNAGW Whirlpool MAH21PRAWW Whirlpool MAH21PSAWW Whirlpool MAH3000AEW Whirlpool MAH3000AKW Whirlpool MAH4000BWQ Whirlpool MAH4000BWW Whirlpool MLE19PDAGW Whirlpool MLE19PDAZW Whirlpool MLE19PDCZW Whirlpool MLE19PNAUW Whirlpool MLE19PNAYW Whirlpool MLE19PRAYW Whirlpool MLE19PRAZW Whirlpool MLE2000AZW Whirlpool MLG19PDAEW Whirlpool MLG19PDAGW Whirlpool MLG19PDAXW Whirlpool MLG19PDBGW Whirlpool MLG19PDCXW Whirlpool MLG19PDSAW Whirlpool MLG19PNAWW Whirlpool MLG19PRAWW Whirlpool MLG19PRAXW Whirlpool MLG2000AXW Whirlpool MUE2000AZW Whirlpool MUG2000AXW Whirlpool MAH4000AWW Whirlpool MAH5500BWW Whirlpool MAH3000AWW Whirlpool MAH6500AWW Whirlpool MLE2000AYW Whirlpool MAH4000AWQ Whirlpool MAH5500BWQ Whirlpool MLG2000AWW Whirlpool MAH5500AWW Whirlpool MAH7500AWW Whirlpool MAH3000AAW Whirlpool MAH55FLBWW Whirlpool MAH3000AWA Whirlpool MHW2000AWW Whirlpool MAH6500AWQ Whirlpool MAH21PDAWW Whirlpool MAH20PDAWQ Whirlpool MUG2000AWW Whirlpool MAH20PDAWW Whirlpool MUE2000AYW Whirlpool MAH21PNAWW Whirlpool MAH7500AWQ Whirlpool CAH4205AWJ Whirlpool MAH3000AGW Whirlpool MLG19PDAWW']",None,https://m.media-amazon.com/images/I/41EFC6hs6pL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Whirlpool,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories']","{""Manufacturer"": ""Whirlpool"", ""Part Number"": ""12002533"", ""Item Weight"": ""1.7 pounds"", ""Product Dimensions"": ""8.3 x 8 x 4 inches"", ""Item model number"": ""12002533"", ""Is Discontinued By Manufacturer"": ""No"", ""Item Package Quantity"": ""1"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Date First Available"": ""July 30, 2008""}",B0053Y2P5G,,,,100
865,Tools & Home Improvement,"Builders Edge 140116774117 Vent, Bright White",3.9,7,"['The Builders Edge 4"" Hooded Dryer Vent comes complete with 8"" aluminum tube', 'Our patented Snap-On Trim Ring makes installation easy', 'Available in 24 colors to match your siding manufacturer and a Paintable option to easily match your home', 'Country of Origin: United States']","['The Builders Edge 4"" Hooded Dryer Vent comes complete with 8"" aluminum tube (4"" diameter); Net free area: 12 sq in. Mounting blocks are durable, maintenance-free, U.V. stabilized and constructed with color molded-through so they won\'t scratch, flake, or fade. Our patented Snap-On Trim Ring makes installation easy. Available in 24 colors to match your siding manufacturer and a Paintable option to easily match your home. Limited lifetime warranty. Proudly made in the USA!.']",14.58,https://m.media-amazon.com/images/I/51kAMv1ebWL._AC_.jpg,"{'title': ['4 Inch Louvered Exhaust Dryer Vent Cover Outdoor Exhaust Cap', 'Funmit dryer vent cover & hose', 'Funmit 4 Inch Outdoor Dryer Vent Cover', ""4'' Louvered Outdoor Metal Dryer Vent Cover""], 'url': ['https://www.amazon.com/vdp/03ec88e316d64dee81ffd16e1966b128?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/00bbc11f91db4383be8ce30401139124?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/0bf820c362254449859dd7c62a2c696c?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/0dff64aa1a514de2a2c041ba134bdf60?ref=dp_vse_rvc_3'], 'user_id': ['', '', '', '']}",Builders Edge,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Vents']","{""Manufacturer"": ""The TAPCO Group - DROPSHIP"", ""Part Number"": ""140116774117"", ""Item Weight"": ""1.1 pounds"", ""Product Dimensions"": ""12.75 x 6.69 x 7.38 inches"", ""Country of Origin"": ""USA"", ""Item model number"": ""140116774117"", ""Color"": ""Bright White"", ""Item Package Quantity"": ""1"", ""Included Components"": ""Vent"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 483850, ""Clothes Dryer Replacement Vents"": 617, ""Dryer Replacement Parts"": 8475}, ""Date First Available"": ""October 16, 2013""}",B00FY3S2EO,,,,100
866,Tools & Home Improvement,GE WX08X10025 Refrigerator Water Line,4.3,25,"['General Electric (GENF0)', 'This is a genuine replacement part', 'Refrigerator-replacement-parts', 'Country of Origin: China']","['Product Description', 'This is a Genuine Replacement Part, The Model Number and Name for The Following Item: General Electric (GENF0) WX08X10025 Refrigerator Water Line.', 'From the Manufacturer', 'This is a Genuine Replacement Part,The Model Number and Name for The Following Item: General Electric (GENF0) WX08X10025 Refrigerator Water Line']",None,https://m.media-amazon.com/images/I/41rMTUkRm1L._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",GE,"['Appliances', 'Parts & Accessories']","{""Manufacturer"": ""General Electric"", ""Part Number"": ""WX08X10025"", ""Item Weight"": ""5.6 ounces"", ""Product Dimensions"": ""21.5 x 10 x 1.2 inches"", ""Item model number"": ""WX08X10025"", ""Pattern"": ""solid"", ""Item Package Quantity"": ""1"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 840644, ""Parts & Accessories"": 118148}, ""Date First Available"": ""August 2, 2008""}",B00MOCU0KW,,,,100
867,Tools & Home Improvement,Whirlpool W10261492 Shock Absorber Washer,4.6,12,"['Whirlpool (WHIRA) W10261492', 'Genuine Replacement Part', 'Clothes-washing-machine-replacement-parts']","['Product Description', 'This is a Genuine Replacement Part ,The Model Number and Name for the Following Item: Whirlpool (WHIRA) W10261492 Schlock Absorber - Washer.', 'From the Manufacturer', 'This is a Genuine Replacement Part ,The Model Number and Name for the Following Item:Whirlpool (WHIRA) W10261492 Schock Absorber - Washer']",None,https://m.media-amazon.com/images/I/41AagRl0FFL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Whirlpool,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories']","{""Manufacturer"": ""Whirlpool"", ""Part Number"": ""W10261492"", ""Item Weight"": ""5.6 ounces"", ""Product Dimensions"": ""10 x 1.75 x 2 inches"", ""Item model number"": ""W10261492"", ""Is Discontinued By Manufacturer"": ""No"", ""Item Package Quantity"": ""1"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 1070495, ""Washer Parts & Accessories"": 5761}, ""Date First Available"": ""June 19, 2014""}",B00L4GDP2O,,,,100
868,Appliances,Kismile 4.5 Cu.ft Beverage Refrigerator and Cooler - 145 Can Mini Fridge with Glass Door & Digital Temperature & Removable Shelves - Small Drinks Cooler for Home or Bar (Stainless steel),4.2,67,"['Large Capacity with compact size - This 4.5 Cu.ft beverage refrigerator has a large capacity with compact size 20.5” W (front across) x 31.4” H (top to bottom) x 21.2” D (front to back) inch.It can accommodate 126 can beverage or 37 bottles White or red wine.Works perfectly in home,kitchen,office,dorm room or at any event.', 'Temperature Control - The single zone beverage refrigerator has an easy Touch Temperature Control with Digital Temperature Display,exterior Digital LCD Touch Controls temperature from 40°F to 61°F to let you keep your wines as cool as your different needs. The powerful compressor based cooling system ensures cool quickly and no noise.', 'Advanced and Effective Compressor - The powerful compressor based cooling system ensures cool quickly and no noise.It only emits less than 40 db volume during operation.The soft blue LED light making it easier to find your favorite chilled drink at night time.', 'Double Glass Door - Double Pane Glass Door can block out harmful UV rays and help to maintain an ideal humidity level.The tight door seal ensures maximum insulation.', 'Special Arcuate Rack for Wine Storing - Contains 5 adjustable and sturdy shelves, our cooler can conveniently store up to 126 standardized soda or beer cans. The specially designed arcuate rack not only keep wines from falling off but also makes maximum use of the cabinet space.']",[],None,https://m.media-amazon.com/images/I/41sP-QGTwnL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",Kismile,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Beverage Refrigerators']","{""Brand Name"": ""Kismile"", ""Capacity"": ""4.5 Cubic Feet"", ""Noise"": ""38 dB"", ""Installation Type"": ""Freestanding"", ""Part Number"": ""W58128SB"", ""Form Factor"": ""Stand Alone"", ""Special Features"": ""Compact"", ""Color"": ""Black"", ""Voltage"": ""115 Volts"", ""Shelf Type"": ""removable shelves"", ""Shelves"": ""5"", ""Certification"": ""ETL"", ""Best Sellers Rank"": {""Industrial & Scientific"": 266355, ""Beverage Refrigerators"": 359}, ""Date First Available"": ""March 23, 2020"", ""Product Dimensions"": ""21.2\""D x 20.5\""W x 31.4\""H"", ""Brand"": ""Kismile"", ""Configuration"": ""Freezerless"", ""Special Feature"": ""Compact"", ""Number of Doors"": ""1"", ""Finish Type"": ""stainless steel""}",B0868LBJ8R,,,,100
869,Tools & Home Improvement,GE WH19X311 Cordset Assembly for Dryer,4.3,2,"['WH19X311', '1 year manufacturer warranty', 'Genuine GE factory part', 'Cordset Assembly']","['From the Manufacturer', 'GE WH19X311 Cordset Assembly for Dryer.']",None,https://m.media-amazon.com/images/I/317tvODgx2L._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",GE,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Replacement Parts']","{""Manufacturer"": ""GE"", ""Part Number"": ""WH19X311"", ""Item Weight"": ""5.6 ounces"", ""Product Dimensions"": ""8.5 x 6.1 x 1 inches"", ""Item model number"": ""WH19X311"", ""Is Discontinued By Manufacturer"": ""No"", ""Item Package Quantity"": ""1"", ""Batteries Included?"": ""No"", ""Warranty Description"": ""1 year manufacturer warranty"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 1442714, ""Dryer Replacement Parts"": 26948}, ""Date First Available"": ""January 6, 2011""}",B004H3XV0M,,,,100
870,Tools & Home Improvement,279769 3390291 3977394 Dryer Thermal Thermostat Fuse Kit Replacement Fits Whirlpool Kenmore Roper,4.3,16,[],[],None,https://m.media-amazon.com/images/I/41SS4yzptoL._AC_.jpg,"{'title': [], 'url': [], 'user_id': []}",HQAPR,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Replacement Parts']","{""Part Number"": ""HGJPJ"", ""Item Weight"": ""1.58 ounces"", ""Package Dimensions"": ""6 x 4 x 1.5 inches"", ""Is Discontinued By Manufacturer"": ""No"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Date First Available"": ""March 20, 2018""}",B076H3V7VP,,,,100
871,Tools & Home Improvement,2pcs 4970ED4004D Spring Hinge for LG Dishwasher 1337779 AH3524563 EA3524563 PS3524563,4.8,13,"['Easy to Install - Made Exactly to Fit For Most Top Brand Dishwashers', 'ForeverPRO Dishwasher Spring Hinge Part Number 4970ED4004D replaces 1337779 AH3524563 EA3524563 PS3524563', 'Check Description for Model Compatibility. Compatible With Most LG Dishwashers']",['Easy to Install - Made Exactly to Fit For Most Top Brand Dishwashers ✅ ForeverPRO Dishwasher Spring Hinge Part Number 4970ED4004D replaces 1337779 AH3524563 EA3524563 PS3524563 ✅ Check Description for Model Compatibility. Compatible With Most LG Dishwashers'],14.9,https://m.media-amazon.com/images/I/21m2TN6DqeS._AC_.jpg,"{'title': ['Canamax Premium Replacement Parts', 'Seentech - Make Your Home Appliance Better'], 'url': ['https://www.amazon.com/vdp/012aebedcf6e4c568f8d98843b6496aa?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/0183c10007d64d44a8f4fe5d80fd16eb?ref=dp_vse_rvc_1'], 'user_id': ['', '']}",deawater,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Replacement Parts']","{""Manufacturer"": ""JUFENGYAN"", ""Part Number"": ""4970ED4004D"", ""Item Weight"": ""6.4 ounces"", ""Package Dimensions"": ""10.71 x 2.09 x 0.67 inches"", ""Item model number"": ""4970ED4004D"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 90085, ""Dryer Replacement Parts"": 1241}, ""Date First Available"": ""May 7, 2021""}",B094CSBT5J,,,,100
872,Appliances,GE WB13X25500 Oven Igniter,4.0,15,[],"['GE Range/Stove/Oven Igniter (Bake).', 'Genuine OEM Part # WB13X25500.']",62.69,https://m.media-amazon.com/images/I/41rRt3LTEYL._AC_.jpg,"{'title': ['Install Gas Oven Igniter WB13K21', 'PRYSM Range Igniter Replaces MEE61841401'], 'url': ['https://www.amazon.com/vdp/087d16d261654c0aa0ece6fe0664d611?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/849b8feda3364d10b09904ffaaed71fd?ref=dp_vse_rvc_1'], 'user_id': ['', '']}",GE,"['Appliances', 'Parts & Accessories']","{""Brand Name"": ""GE"", ""Item Weight"": ""3.2 ounces"", ""Package Dimensions"": ""11.2 x 3.8 x 3.3 inches"", ""Part Number"": ""WB13X25500"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 234161, ""Parts & Accessories"": 33886}, ""Date First Available"": ""January 28, 2017""}",B01MYCX6GQ,,,,100
873,Tools & Home Improvement,Supplying Demand 60603 Clothes Dryer White Louver Vent Hood Replacement for 4 Inch Duct,4.4,32,"['White plastic louver replacement vent cover', '6x6 Inch face with (4) flaps | Fits 4 inch duct', 'It is important to keep all venting clear of lint and debris buildup.', 'Supplying Demand replacement parts are compatible with Major Brands, but you should always verify fitment with your specific application.', 'SD products come in Supplying Demand packaging.']",[],11.99,https://m.media-amazon.com/images/I/21Y+DGBl9WS._AC_.jpg,"{'title': ['How To Find The Model Number On Your Washer or Dryer', 'Cenipar Louvered Vent Cover & Dryer Vent Hose', 'Funmit 4"" Dryer Vent Cover Outdoor for 4 Inch Hole', ""4''Louvered Exhaust Dryer Vent Cover Outdoor Exhaust Cap "", '4 Inch Louvered Exhaust Dryer Vent Cover Outdoor Exhaust Cap', 'Funmit 4 Inch Outdoor Dryer Vent Cover', 'Funmit dryer vent cover & hose', 'Why Choose Funmit?', ""4'' Louvered Outdoor Metal Dryer Vent Cover""], 'url': ['https://www.amazon.com/vdp/0570b0f8f319439190c0431dc57bfbed?ref=dp_vse_rvc_0', 'https://www.amazon.com/vdp/0ea0fa701cad44a08621bc45f370287b?ref=dp_vse_rvc_1', 'https://www.amazon.com/vdp/0e8664b75878454ba3e05285011d8c14?ref=dp_vse_rvc_2', 'https://www.amazon.com/vdp/08abfb69b7c844d993f8363bf49c460d?ref=dp_vse_rvc_3', 'https://www.amazon.com/vdp/03ec88e316d64dee81ffd16e1966b128?ref=dp_vse_rvc_4', 'https://www.amazon.com/vdp/0bf820c362254449859dd7c62a2c696c?ref=dp_vse_rvc_5', 'https://www.amazon.com/vdp/00bbc11f91db4383be8ce30401139124?ref=dp_vse_rvc_6', 'https://www.amazon.com/vdp/066781a05efd4143978062128a297a87?ref=dp_vse_rvc_7', 'https://www.amazon.com/vdp/0dff64aa1a514de2a2c041ba134bdf60?ref=dp_vse_rvc_8'], 'user_id': ['', '', '', '', '', '', '', '', '']}",Supplying Demand,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Vents']","{""Manufacturer"": ""Supplying Demand"", ""Part Number"": ""SD60603"", ""Item Weight"": ""5.6 ounces"", ""Product Dimensions"": ""5.75 x 5.75 x 1.25 inches"", ""Item model number"": ""SD60603"", ""Color"": ""White"", ""Material"": ""Plastic"", ""Shape"": ""Square"", ""Included Components"": ""Louver Vent Hood"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Tools & Home Improvement"": 74440, ""Clothes Dryer Replacement Vents"": 156, ""Dryer Replacement Parts"": 952}, ""Date First Available"": ""July 16, 2021""}",B099KR23DF,,,,100
